Type,Organization,Street Address,City,County,State,ZIP,Phone,Birds Accepted,Latitude,Longitude,Location Precision,License Status,Source
Organization,Avian Wildlife Center,146 Neilson Rd,Wantage,Sussex,NJ,07461,973-702-1957,all birds,41.2427,-74.59673,street address (ZIP-level coordinate),kept: on official NJ DEP Fish & Wildlife licensed wildlife rehabilitator list,https://www.northbrunswickhumane.org/wp-content/uploads/2015/08/rehab_list.pdf
Organization,Hawks Aloft Inc.,"6715 Eagle Rock Ave NE, Ste A",Albuquerque,Bernalillo,NM,87113,505-828-9455 (office); 505-999-7740 (raptor rescue hotline),raptors,35.1454,-106.50573,street address (ZIP-level coordinate),Licensed — operates its own raptor rehabilitation program with licensed staff (verified via org site); USFWS partner,https://www.cabq.gov/environmentalhealth/urban-biology/urban-wildlife/local-wildlife-rehabbers
Organization,"Wildlife Rescue, Inc. of New Mexico",2901 Candelaria Rd. NW,Albuquerque,Bernalillo,NM,87107,505-344-2500,all birds,35.14044,-106.63828,street address (ZIP-level coordinate),Licensed — wildlife rehabilitation & education org verified via org site (listed on City of Albuquerque rehabber list; not a state-agency list),https://www.cabq.gov/environmentalhealth/urban-biology/urban-wildlife/local-wildlife-rehabbers
Organization,New Mexico Wildlife Center,19 Wheat Street,Espanola,Rio Arriba,NM,87532,505-753-9505,all birds,36.42421,-106.25147,street address (ZIP-level coordinate),Licensed — operates a wildlife hospital / rehabilitation program (verified via org site),https://newmexicowildlifecenter.org/wildlife-help-and-advice/
Individual,Evelyn Pickles,,Dayton,Lyon,NV,,775-246-0470,all birds,39.28059,-119.52872,city,Listed on official NDOW 2025 Nevada Wildlife Rehabilitation List,https://ndow-production-media.s3-us-gov-west-1.amazonaws.com/wp-content/uploads/2025/05/Nevada-Wildlife-Rehabilitation-List-2025.pdf
Individual,Marion Brady,,Las Vegas,Clark,NV,,702-279-0213,songbirds,36.17208,-115.12237,city,Listed on official NDOW 2025 Nevada Wildlife Rehabilitation List,https://ndow-production-media.s3-us-gov-west-1.amazonaws.com/wp-content/uploads/2025/05/Nevada-Wildlife-Rehabilitation-List-2025.pdf
Individual,Robert W Humbert,,Akron,Erie,NY,,716-796-5771,all birds,43.02494,-78.50836,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Clara Flores,,Albany,Albany,NY,,518-603-2152,gamebirds,42.6525,-73.7566,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Jessica S Piccinini,,Albany,Albany,NY,,518-364-1049,gamebirds,42.6525,-73.7566,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Rachel J Manginell,,Albion,Orleans,NY,,585-351-1126,gamebirds,43.23983,-78.20685,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Debra L Castle-Harvey,,Almond,Allegany,NY,,585-746-1350,gamebirds,42.31604,-77.77796,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,"Gerald A Engstrom, Jr.",,Altamont,Albany,NY,,518-213-4844,all birds,42.70627,-74.01934,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Jean M Simmons,,Altamont,Albany,NY,,518-365-3673,gamebirds,42.70627,-74.01934,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Danielle M Wood,,Binghamton,Broome,NY,,607-759-2949,all birds,42.14631,-75.88652,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Starr J Alello,,Brockport,Monroe,NY,,585-760-9662,gamebirds,43.21284,-77.9368,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Reinaldo J Garcia,,Bronx,Bronx,NY,,347-899-1394,gamebirds,40.8222,-73.92173,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Loraine J Izzo,,Bronxville,Westchester,NY,,914-629-8352,all birds,40.93913,-73.83533,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Peter J McKosky,,Brooklyn,Kings,NY,,310-346-7583,gamebirds,40.69402,-73.99034,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Theresa M Cervera,,Brooklyn,Kings,NY,,917-612-9374,"raptors, waterfowl",40.69402,-73.99034,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Linda Harle-Mould,,Buffalo,Erie,NY,,716-345-4239,all birds,42.89666,-78.88457,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Marsha M Zgola,,Burdett,Schuyler,NY,,607-546-7367,all birds,42.43944,-76.82922,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Amelia E Rufa,,Camillus,Onondaga,NY,,315-960-4579,gamebirds,43.04165,-76.28073,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Tonya M McMahon,,Carthage,Jefferson,NY,,315-783-3720,gamebirds,43.98104,-75.61601,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Judith Cusworth,,Chadwicks,Oneida,NY,,315-737-0157,all birds,43.02256,-75.26565,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Susan Geel,214 Reed Rd,Chatham,Columbia,NY,12037,518-653-0971,all birds,42.33578,-73.52865,street address (ZIP-level coordinate),Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Donna M Fletcher,,Chazy,Clinton,NY,,518-298-3595,all birds,44.88838,-73.45008,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Rodney Lavalley,,Chazy,Clinton,NY,,518-298-3595,gamebirds,44.88838,-73.45008,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Peyton E Robbins,,Chestertown,Warren,NY,,518-260-6276,gamebirds,43.64505,-73.80664,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Regina F Fernandez,,Clay,Onondaga,NY,,315-401-5865,gamebirds,43.17373,-76.17075,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Adelyn G Yehudai,,Deer Park,Suffolk,NY,,631-741-5966,gamebirds,40.75908,-73.32572,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Hail M O'Donnell,,Delanson,Albany,NY,,518-847-1462,gamebirds,42.74802,-74.18681,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Sheila K Bishop,,Earlville,Chenango,NY,,607-244-3093,gamebirds,42.75222,-75.54165,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Chelsea M Hoyle,,East Nassau,Rensselaer,NY,,518-961-2382,gamebirds,42.53522,-73.49841,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Lori A Beckmann,,East Quogue,Suffolk,NY,,631-793-9101,gamebirds,40.84277,-72.5813,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Annie B Widger,,Ellicottville,Cattaraugus,NY,,716-345-4239,gamebirds,42.29587,-78.66064,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Michelle Mulnard Curtin,,Farmingville,Suffolk,NY,,631-484-2923,gamebirds,40.8366,-73.04125,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Rinna T Hoffman,,Franklin,Delaware,NY,,215-410-6343,gamebirds,42.34212,-75.14848,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Bryan M Gillard,,Franklinville,Cattaraugus,NY,,716-512-1141,gamebirds,42.33882,-78.44004,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Alana B Wolfson,,Fresh Meadows,Queens,NY,,917-502-6173,gamebirds,40.73742,-73.79506,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Brandi A Garbinsky,,Gasport,Niagara,NY,,716-220-1073,gamebirds,43.21059,-78.57454,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,"Thomas F Ryan, Jr",,Geneva,Ontario,NY,,585-489-2681,gamebirds,42.86372,-76.99135,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Chrissy M Wachter,,Grahamsville,Sullivan,NY,,845-866-8777,gamebirds,41.88066,-74.5127,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Jen Pecka,,Greene,Chenango,NY,,607-206-3769,gamebirds,42.3373,-75.75954,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Cecilia J Slemmer,,Hamburg,Erie,NY,,716-997-9496,gamebirds,42.7334,-78.83885,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Deborah A Gangemi,,Hamburg,Erie,NY,,716-912-8626,gamebirds,42.7334,-78.83885,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Timothy J O'Day,,Hamburg,Erie,NY,,716-226-4400,all birds,42.7334,-78.83885,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,David A Spillo,,Hartsdale,Westchester,NY,,914-659-9476,all birds,41.01966,-73.8074,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Deborah L Saltis,,Herkimer,Herkimer,NY,,315-717-2042,"raptors, songbirds",43.0307,-74.98757,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Tyra F Morgan,,Holland,Erie,NY,,585-813-1202,gamebirds,42.63958,-78.54389,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Amanda G Wagner,,Hopewell Jct,Dutchess,NY,,845-874-0109,gamebirds,41.57664,-73.79758,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,David A Loverde,10846 Route 23A,Hunter,Greene,NY,12442,518-989-6534,"raptors, gamebirds",42.23327,-74.24158,street address (ZIP-level coordinate),Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Cheryl T Rigas,18 Beechnut Terrace,Ithaca,Tompkins,NY,14850,607-731-1009,all birds,42.40279,-76.484,street address (ZIP-level coordinate),Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Cheryl A Burns,,Jamestown,Chautauqua,NY,,716-763-2185,all birds,42.09284,-79.24399,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Mary Schnittert,,Jefferson Valley,Westchester,NY,,914-400-6014,gamebirds,41.33852,-73.7947,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Kelly L McLeod,,Kenmore,Erie,NY,,716-812-3509,gamebirds,42.75339,-78.74022,county,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Jessica L Levitt,,Lake Placid,Essex,NY,,518-524-7205,gamebirds,44.27499,-73.98635,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,David A Sherriff,,Lewiston,Niagara,NY,,716-628-7123,all birds,43.17216,-79.02155,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Jacalyn L Perry,"5565 Mapleton Road, Lockport, NY 14094",Lockport,Niagara,NY,14094,716-625-8189,all birds,43.16846,-78.70689,street address (ZIP-level coordinate),Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Morgan R Hapeman,,Lodi,Seneca,NY,,607-227-2622,all birds,42.59656,-76.8339,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Kaitlin A Joensen,,Lowman,Chemung,NY,,607-317-9521,gamebirds,42.06938,-76.693,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Sharla M Lyndaker,,Lowville,Lewis,NY,,315-767-2394,gamebirds,43.80105,-75.47538,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Jacob P Reiter,,Mamaroneck,Westchester,NY,,315-399-0110,gamebirds,40.95248,-73.73504,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Jaime-Alyse M Burggraaff,,Marion,Wayne,NY,,585-353-5475,all birds,43.15461,-77.18628,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Kristin K Forsythe - King,,Marion,Wayne,NY,,315-374-4542,all birds,43.15461,-77.18628,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Tammy Wilson,,Medina,Orleans,NY,,716-940-8364,gamebirds,43.21843,-78.38742,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,John Picerno,,Middle Island,Suffolk,NY,,631-736-8207,"raptors, songbirds",40.87821,-72.95254,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Lori J Ketcham,,Middle Island,Suffolk,NY,,631-736-8207,"raptors, songbirds",40.87821,-72.95254,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Barbara J Ross,,Middleburgh,Schoharie,NY,,518-827-8764,gamebirds,42.56373,-74.32917,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Kelly M Martin,,Middleburgh,Schoharie,NY,,518-827-4616,all birds,42.56373,-74.32917,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Wesley D Laraway,,Middleburgh,Schoharie,NY,,518-256-5911,all birds,42.56373,-74.32917,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Ruxana Bhatti,,Middleport,Niagara,NY,,302-218-5134,gamebirds,43.21826,-78.48405,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Julia F Herman,,Millbrook,Dutchess,NY,,845-677-3704,raptors,41.78033,-73.68849,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Peter A Ruotolo,,Milton,Ulster,NY,,845-304-9385,raptors,41.65349,-73.97719,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Lily A Gagnon,,Montgomery,Orange,NY,,845-281-5255,gamebirds,41.53332,-74.25342,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Shelly Schlueter,3674 Cronk Road,Montour Falls,Schuyler,NY,14865,607-535-6089,all birds,42.35887,-76.84185,street address (ZIP-level coordinate),Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Rosemary E Maglienti,,Morrisonville,Clinton,NY,,518-593-2215,all birds,44.68936,-73.57717,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Beverly A Mastropolo,,New York,New York,NY,,917-848-0044,songbirds,40.74838,-73.99671,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Rebecca Kreinen,,New York,New York,NY,,212-369-2751,gamebirds,40.74838,-73.99671,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Rossana Ceruzzi,,New York,New York,NY,,212-829-9921,waterfowl,40.74838,-73.99671,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Suelane Collazo,,Newburgh,Orange,NY,,845-372-1716,gamebirds,41.51783,-74.03598,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Naomi B Joslin,,North Lawrence,St Lawrence,NY,,315-328-4369,gamebirds,44.77498,-74.66531,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Loretta J Brady,,Norwich,Otsego,NY,,917-497-0446,"songbirds, waterfowl",42.54145,-75.52743,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Cassandra J Heikkila,,Olivebridge,Ulster,NY,,603-501-8938,gamebirds,41.89591,-74.24695,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Nick W Tarricone,,Oneonta,Otsego,NY,,607-434-3740,gamebirds,42.46245,-75.04907,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Bernadette L Clabeaux,,Orchard Park,Erie,NY,,716-863-7603,all birds,42.76389,-78.75183,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Eva C Raymond,,Orchard Park,Erie,NY,,716-523-6883,gamebirds,42.76389,-78.75183,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Marianne R Hites,,Orchard Park,Erie,NY,,716-345-4239,all birds,42.76389,-78.75183,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Laura Westlake-DiLorenzo,,Orient,Suffolk,NY,,631-323-1812,songbirds,41.14374,-72.28789,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Barbara L Cole,,Owego,Tioga,NY,,607-687-1584,gamebirds,42.11381,-76.2528,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Janice J Accordino,,Pelham,Westchester,NY,,305-240-4056,gamebirds,40.90445,-73.8073,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Christine DeGroodt,,Pine Bush,Orange,NY,,845-744-8917,gamebirds,41.61776,-74.32631,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Victoria L Aguilar,,Plattsburgh,Clinton,NY,,518-608-9034,gamebirds,44.69271,-73.46597,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Kelly E Tanner,,Port Byron,Cayuga,NY,,315-224-1793,gamebirds,43.04265,-76.64492,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Nat L Smith,,Prattsburgh,Steuben,NY,,315-670-1390,gamebirds,42.52692,-77.28245,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Dominic G Cancilla,,Red Hook,Dutchess,NY,,512-799-9691,gamebirds,42.00644,-73.85458,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Nicholas B Rubin,,Rochester,Monroe,NY,,585-635-7554,gamebirds,43.1683,-77.6026,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Rebecca J Weaver,,Rochester,Monroe,NY,,585-450-1591,gamebirds,43.1683,-77.6026,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Annie E Mardiney,,Rosendale,Ulster,NY,,845-943-8098,all birds,41.84025,-74.073,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Christopher Durham,,Roxbury,Delaware,NY,,607-326-3334,gamebirds,42.31169,-74.54052,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Alexis C Broz,,Saratoga Springs,Saratoga,NY,,518-495-9907,gamebirds,43.08009,-73.78064,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Patricia A Marki,,Saratoga Springs,Saratoga,NY,,518-587-6676,raptors,43.08009,-73.78064,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Sigrid B Wallace,,Saratoga Springs,Saratoga,NY,,772-475-6614,all birds,43.08009,-73.78064,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Noelle C Tubbs,,Seaford,Nassau,NY,,516-319-4142,gamebirds,40.67951,-73.49102,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Erika H Bishop,,Sloan,Erie,NY,,585-245-2150,gamebirds,42.75339,-78.74022,county,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Brianna R Daniels,,Smithtown,Suffolk,NY,,631-260-0595,gamebirds,40.85419,-73.21382,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Heather DeStefano,,Smithtown,Suffolk,NY,,631-935-4599,gamebirds,40.85419,-73.21382,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Susan C Steinberg,,Smithtown,Suffolk,NY,,657-457-2959,gamebirds,40.85419,-73.21382,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
